OBJECTID|TRIPTYPE|PROVIDERNAME|FAREAMOUNT|GRATUITYAMOUNT|SURCHARGEAMOUNT|EXTRAFAREAMOUNT|TOLLAMOUNT|TOTALAMOUNT|PAYMENTTYPE|ORIGINCITY|ORIGINSTATE|ORIGINZIP|DESTINATIONCITY|DESTINATIONSTATE|DESTINATIONZIP|MILEAGE|DURATION|ORIGIN_BLOCK_LATITUDE|ORIGIN_BLOCK_LONGITUDE|ORIGIN_BLOCKNAME|DESTINATION_BLOCK_LATITUDE|DESTINATION_BLOCK_LONGITUDE|DESTINATION_BLOCKNAME|AIRPORT|ORIGINDATETIME_TR|DESTINATIONDATETIME_TR
1012|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 12:00|01/22/2015 12:00
1013|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 12:00|01/22/2015 12:00
1014|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 14:00|01/22/2015 14:00
1015|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 13:00|01/22/2015 13:00
1016|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 13:00|01/22/2015 13:00
1017|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 13:00|01/22/2015 13:00
1018|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 15:00|01/22/2015 15:00
1019|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 14:00|01/22/2015 14:00
1020|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 14:00|01/22/2015 14:00
1021|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 14:00|01/22/2015 14:00
1022|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 14:00|01/22/2015 14:00
1023|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 14:00|01/22/2015 14:00
1024|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 16:00|01/22/2015 16:00
1025|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 15:00|01/22/2015 15:00
1026|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 15:00|01/22/2015 15:00
1027|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 16:00|01/22/2015 16:00
1028|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/22/2015 16:00|01/22/2015 16:00
1029|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 09:00|01/23/2015 09:00
1030|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 15:00|01/23/2015 15:00
1031|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 08:00|01/23/2015 08:00
1032|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 09:00|01/23/2015 09:00
1033|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 12:00|01/23/2015 12:00
1034|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 05:00|01/23/2015 05:00
1035|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 11:00|01/23/2015 11:00
1036|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 05:00|01/23/2015 05:00
1037|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 09:00|01/23/2015 09:00
1038|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 15:00|01/23/2015 15:00
1039|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 04:00|01/23/2015 04:00
1040|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 09:00|01/23/2015 09:00
1041|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 12:00|01/23/2015 12:00
1042|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 07:00|01/23/2015 07:00
1043|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 08:00|01/23/2015 08:00
1044|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 11:00|01/23/2015 11:00
1045|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 09:00|01/23/2015 09:00
1046|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 09:00|01/23/2015 09:00
1047|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 09:00|01/23/2015 09:00
1048|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 09:00|01/23/2015 09:00
1049|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/23/2015 13:00|01/23/2015 13:00
1050|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 15:00|01/21/2015 15:00
1051|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 15:00|01/21/2015 15:00
1052|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 15:00|01/21/2015 15:00
1053|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 16:00|01/21/2015 16:00
1054|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 15:00|01/21/2015 15:00
1055|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/21/2015 16:00|01/21/2015 16:00
1056|3|Yellow Cab|21.16|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20010|Washington|DC|20003|NULL|NULL|||||||N|01/16/2015 18:00|01/16/2015 18:00
1057|3|Yellow Cab|17.92|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20019|Washington|DC|20001|NULL|NULL|||||||N|01/17/2015 08:00|01/17/2015 09:00
1058|3|Yellow Cab|23.05|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20001|Washington|DC|20019|NULL|NULL|||||||N|01/17/2015 15:00|01/17/2015 15:00
1059|3|Yellow Cab|19.81|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/19/2015 11:00|01/19/2015 11:00
1060|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 11:00|01/27/2015 11:00
1061|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/27/2015 09:00|01/27/2015 09:00
1062|3|Yellow Cab|20.81|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20003|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 08:00|01/28/2015 09:00
1063|3|Yellow Cab|11.44|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20002|NULL|NULL|||||||N|01/28/2015 09:00|01/28/2015 10:00
1064|3|Yellow Cab|14.95|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20005|Washington|DC|20017|NULL|NULL|||||||N|01/28/2015 10:00|01/28/2015 10:00
1065|3|Yellow Cab|21.08|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|Washington|DC|20003|NULL|NULL|||||||N|01/28/2015 10:00|01/28/2015 11:00
1066|3|Yellow Cab|22.78|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|Washington|DC|20032|NULL|NULL|||||||N|01/28/2015 10:00|01/28/2015 11:00
1067|3|Yellow Cab|10.36|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 11:00|01/28/2015 11:00
1068|3|Yellow Cab|25.48|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|Washington|DC|20019|NULL|NULL|||||||N|01/28/2015 11:00|01/28/2015 11:00
1069|3|Yellow Cab|23.05|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20001|Washington|DC|20020|NULL|NULL|||||||N|01/28/2015 11:00|01/28/2015 11:00
1070|3|Yellow Cab|12.52|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20002|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 11:00|01/28/2015 11:00
1071|3|Yellow Cab|20.89|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20020|Washington|DC|20017|NULL|NULL|||||||N|01/28/2015 12:00|01/28/2015 12:00
1072|3|Yellow Cab|28.99|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20019|Washington|DC|20001|NULL|NULL|||||||N|01/28/2015 11:00|01/28/2015 12:00
1073|3|Yellow Cab|17.38|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20037|Washington|DC|20010|NULL|NULL|||||||N|01/28/2015 12:00|01/28/2015 12:00
1074|3|Yellow Cab|23.05|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20001|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 13:00|01/28/2015 13:00
1075|3|Yellow Cab|18.46|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20019|Washington|DC|20001|NULL|NULL|||||||N|01/28/2015 13:00|01/28/2015 14:00
1076|3|Yellow Cab|27.37|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20001|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 14:00|01/28/2015 15:00
1077|3|Yellow Cab|13.06|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20019|NULL|NULL|||||||N|01/28/2015 14:00|01/28/2015 15:00
1078|3|Yellow Cab|31.42|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20020|Washington|DC|20020|NULL|NULL|||||||N|01/28/2015 15:00|01/28/2015 16:00
1079|3|Yellow Cab|23.05|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 15:00|01/28/2015 15:00
1080|3|Yellow Cab|17.38|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|Washington|DC|20037|NULL|NULL|||||||N|01/28/2015 16:00|01/28/2015 16:00
1081|3|Yellow Cab|19.27|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20002|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 17:00|01/28/2015 17:00
1082|3|Yellow Cab|10.90|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20002|Washington|DC|20018|NULL|NULL|||||||N|01/28/2015 05:00|01/28/2015 05:00
1083|3|Yellow Cab|10.90|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20018|Washington|DC|20002|NULL|NULL|||||||N|01/28/2015 10:00|01/28/2015 10:00
1084|3|Yellow Cab|11.44|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20020|Washington|DC|20019|NULL|NULL|||||||N|01/28/2015 10:00|01/28/2015 10:00
1085|3|Yellow Cab|11.71|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20001|Washington|DC|20010|NULL|NULL|||||||N|01/28/2015 10:00|01/28/2015 10:00
1086|3|Yellow Cab|10.82|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20003|Washington|DC|20002|NULL|NULL|||||||N|01/28/2015 10:00|01/28/2015 10:00
1087|3|Yellow Cab|10.63|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 11:00|01/28/2015 11:00
1088|3|Yellow Cab|14.68|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20010|Washington|DC|20001|NULL|NULL|||||||N|01/28/2015 15:00|01/28/2015 15:00
1089|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 09:00|01/30/2015 09:00
1090|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 15:00|01/30/2015 15:00
1091|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 10:00|01/30/2015 10:00
1092|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 09:00|01/30/2015 09:00
1093|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 15:00|01/30/2015 15:00
1094|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 09:00|01/30/2015 09:00
1095|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 05:00|01/30/2015 05:00
1096|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 05:00|01/30/2015 05:00
1097|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 06:00|01/30/2015 06:00
1098|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 10:00|01/30/2015 10:00
1099|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 11:00|01/30/2015 11:00
1100|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 09:00|01/30/2015 09:00
1101|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 09:00|01/30/2015 09:00
1102|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 11:00|01/30/2015 11:00
1103|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 10:00|01/30/2015 10:00
1104|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 12:00|01/30/2015 12:00
1105|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 10:00|01/30/2015 10:00
1106|3|Yellow Cab|11.17|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/30/2015 04:00|01/29/2015 05:00
1107|3|Yellow Cab|30.61|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20032|Washington|DC|20032|NULL|NULL|||||||N|01/30/2015 05:00|01/30/2015 05:00
1108|3|Yellow Cab|14.46|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/30/2015 04:00|01/30/2015 04:00
1109|3|Yellow Cab|15.49|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20032|Washington|DC|20020|NULL|NULL|||||||N|01/30/2015 05:00|01/30/2015 05:00
1110|3|Yellow Cab|32.50|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20010|NULL|NULL|||||||N|01/30/2015 07:00|01/30/2015 08:00
1111|3|Yellow Cab|24.40|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20020|Washington|DC|20001|NULL|NULL|||||||N|01/30/2015 08:00|01/30/2015 09:00
1112|3|Yellow Cab|6.77|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20010|NULL|NULL|||||||N|01/30/2015 08:00|01/30/2015 08:00
1113|3|Yellow Cab|16.03|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20010|NULL|NULL|||||||N|01/30/2015 08:00|01/30/2015 09:00
1114|3|Yellow Cab|20.03|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 09:00|01/30/2015 09:00
1115|3|Yellow Cab|23.05|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20001|Washington|DC|20020|NULL|NULL|||||||N|01/30/2015 09:00|01/30/2015 09:00
1116|3|Yellow Cab|27.37|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20016|NULL|NULL|||||||N|01/30/2015 09:00|01/30/2015 10:00
1117|3|Yellow Cab|16.57|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/30/2015 10:00|01/30/2015 10:00
1118|3|Yellow Cab|16.84|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20037|Washington|DC|20010|NULL|NULL|||||||N|01/30/2015 10:00|01/30/2015 10:00
1119|3|Yellow Cab|32.77|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|Washington|DC|20032|NULL|NULL|||||||N|01/30/2015 11:00|01/30/2015 11:00
1120|3|Yellow Cab|13.06|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 11:00|01/30/2015 11:00
1121|3|Yellow Cab|26.56|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|Washington|DC|20001|NULL|NULL|||||||N|01/30/2015 12:00|01/30/2015 13:00
1122|3|Yellow Cab|12.52|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20036|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 12:00|01/30/2015 12:00
1123|3|Yellow Cab|18.73|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|Washington|DC|20037|NULL|NULL|||||||N|01/30/2015 15:00|01/30/2015 15:00
1124|3|Yellow Cab|39.79|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20012|Washington|DC|20020|NULL|NULL|||||||N|01/30/2015 15:00|01/30/2015 16:00
1125|3|Yellow Cab|23.86|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 15:00|01/30/2015 15:00
1126|3|Yellow Cab|19.54|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 15:00|01/30/2015 16:00
1127|3|Yellow Cab|27.02|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 17:00|01/30/2015 17:00
1128|3|Yellow Cab|27.10|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20016|Washington|DC|20003|NULL|NULL|||||||N|01/30/2015 21:00|01/30/2015 21:00
1129|3|Yellow Cab|27.10|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20003|Washington|DC|20016|NULL|NULL|||||||N|01/31/2015 06:00|01/31/2015 07:00
1130|3|Yellow Cab|21.43|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20020|Washington|DC|20010|NULL|NULL|||||||N|01/31/2015 07:00|01/31/2015 07:00
1131|3|Yellow Cab|13.60|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20002|Washington|DC|20002|NULL|NULL|||||||N|01/31/2015 09:00|01/31/2015 09:00
1132|3|Yellow Cab|27.91|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20010|Washington|DC|20020|NULL|NULL|||||||N|01/31/2015 11:00|01/31/2015 11:00
1133|3|Yellow Cab|27.91|0.00|0.00|0.00|0.00|33.00|2|Washington|DC|20016|Washington|DC|20003|NULL|NULL|||||||N|01/31/2015 22:00|01/31/2015 22:00
1134|3|Yellow Cab|14.68|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|Washington|DC|20018|NULL|NULL|||||||N|01/30/2015 05:00|01/30/2015 05:00
1135|3|Yellow Cab|13.06|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20001|Washington|DC|20010|NULL|NULL|||||||N|01/30/2015 09:00|01/30/2015 10:00
1136|3|Yellow Cab|13.60|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20020|Washington|DC|20019|NULL|NULL|||||||N|01/30/2015 09:00|01/30/2015 10:00
1137|3|Yellow Cab|10.36|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20003|Washington|DC|20002|NULL|NULL|||||||N|01/30/2015 10:00|01/30/2015 10:00
1138|3|Yellow Cab|15.22|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20018|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 11:00|01/30/2015 11:00
1139|3|Yellow Cab|22.24|0.00|0.00|0.00|0.00|33.00|4|Washington|DC|20001|NULL|NULL|00000|NULL|NULL|||||||N|01/30/2015 11:00|01/30/2015 12:00
1140|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 09:00|01/28/2015 09:00
1141|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 15:00|01/28/2015 15:00
1142|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 15:00|01/28/2015 15:00
1143|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 04:00|01/28/2015 04:00
1144|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 05:00|01/28/2015 05:00
1145|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 06:00|01/28/2015 06:00
1146|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 08:00|01/28/2015 08:00
1147|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 08:00|01/28/2015 08:00
1148|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 08:00|01/28/2015 08:00
1149|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 08:00|01/28/2015 08:00
1150|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 09:00|01/28/2015 09:00
1151|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 09:00|01/28/2015 09:00
1152|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 09:00|01/28/2015 09:00
1153|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 10:00|01/28/2015 10:00
1154|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 10:00|01/28/2015 10:00
1155|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 13:00|01/28/2015 13:00
1156|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|4|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 11:00|01/28/2015 11:00
1157|3|Transco|33.00|0.00|0.00|0.00|0.00|33.00|2|NULL|NULL|00000|NULL|NULL|00000|NULL|NULL|||||||N|01/28/2015 12:00|01/28/2015 12:00
